,text,state,probability,biased words,suggestion
79,But the announcement Monday further clarifies that YouTube will take down any election-related videos that are technically altered to mislead people in a way that goes beyond simply taking clips of speech out of context.,Biased,0.5168893933296204,mislead,"But the announcement Monday further clarifies that YouTube will take down any election-related videos that are technically altered to include people in a way that goes beyond simply taking clips of speech out of context.

But the announcement Monday further clarifies that YouTube will take down any election-related videos that are technically altered to benefit people in a way that goes beyond simply taking clips of speech out of context.

But the announcement Monday further clarifies that YouTube will take down any election-related videos that are technically altered to suit people in a way that goes beyond simply taking clips of speech out of context."
80,Perhaps they refused because Scalise emerged from the shooting understanding that people must be armed to defend themselves when under fire.,Biased,0.9722177386283875,,
81,"In practical terms, Trump wants to make the transition from dramatically curtailing refugee admissions to effectively ending refugee admissions.",Biased,0.9599541425704956,dramatically,"In practical terms, Trump wants to make the transition from severely curtailing refugee admissions to effectively ending refugee admissions.

In practical terms, Trump wants to make the transition from effectively curtailing refugee admissions to effectively ending refugee admissions.

In practical terms, Trump wants to make the transition from directly curtailing refugee admissions to effectively ending refugee admissions."
82,Abortion rights advocates worry this could make it more difficult for women to get access to abortion through the courts or that it could lead to criminalizing contraception or in-vitro fertilization.,Non-biased,0.837687075138092,,
83,"For some on the right, all references to massacres such as these are supposed to avoid phrases such as �mass shooting� and �gun violence,� because the rhetoric, according to the right, might imply there�s something wrong with guns.�",Biased,0.9872861504554749,massacres,"For some on the right, all references to rhetoric such as these are supposed to avoid phrases such as �mass shooting� and �gun violence,� because the rhetoric, according to the right, might imply there�s something wrong with guns.�

For some on the right, all references to incidents such as these are supposed to avoid phrases such as �mass shooting� and �gun violence,� because the rhetoric, according to the right, might imply there�s something wrong with guns.�

For some on the right, all references to violence such as these are supposed to avoid phrases such as �mass shooting� and �gun violence,� because the rhetoric, according to the right, might imply there�s something wrong with guns.�"
84,"The Trump administration and Republicans in Congress have stepped up their efforts to hold China accountable for intellectual property theft, unfair trade practices, and aggression towards U.S. allies in East Asia, as it seeks to replace the U.S. as the world�s superpower by 2049.",Biased,0.6199339032173157,"unfair, aggression","The Trump administration and Republicans in Congress have stepped up their efforts to hold China accountable for intellectual property theft, insider trade practices, and hostility towards U.S. allies in East Asia, as it seeks to replace the U.S. as the world�s superpower by 2049.

The Trump administration and Republicans in Congress have stepped up their efforts to hold China accountable for intellectual property theft, insider trade practices, and retaliation towards U.S. allies in East Asia, as it seeks to replace the U.S. as the world�s superpower by 2049."
85,"The movement known as NeverTrump � self-identified conservatives who vowed never to vote for Donald Trump, even at the price of a Hillary Clinton presidency and liberal dominance of the Supreme Court for generations � did not take long to recover from the shock of Trump�s victory in November.",Non-biased,0.8863352537155151,,
86,"Since Trump was elected, the Fox News programming that promotes white nationalist ideas has slowly grown both in airtime and in severity. ",Biased,0.9905748963356018,,
87,"Anti-vaxxers represent only about 2 percent of American families, although you�d be forgiven for thinking they�re more numerous. They certainly make a lot of noise and have some world-famous adherents. However, like malaria-carrying mosquitoes, this tiny group that punches above its weight may be on the verge of creating a public health problem for us all.",Biased,0.9903995394706726,,
88,Student debt increased by a whopping 107 percent between 2009 and 2019. Americans now owe $1.6 trillion in education loans. Policy wonks and politicians respond by concocting flashy plans that hardly solve the debt crisis.,Biased,0.9952406287193298,concocting,"Student debt increased by a whopping 107 percent between 2009 and 2019. Americans now owe $1.6 trillion in education loans. Policy wonks and politicians respond by making flashy plans that hardly solve the debt crisis.

Student debt increased by a whopping 107 percent between 2009 and 2019. Americans now owe $1.6 trillion in education loans. Policy wonks and politicians respond by adopting flashy plans that hardly solve the debt crisis.

Student debt increased by a whopping 107 percent between 2009 and 2019. Americans now owe $1.6 trillion in education loans. Policy wonks and politicians respond by introducing flashy plans that hardly solve the debt crisis."
89,"A group of people carrying a white nationalist flag were caught on camera Saturday attempting to record a video in front of the Emmett Till memorial in Sumner, Mississippi.",Non-biased,0.91721510887146,white nationalist,
90,"China � the country that throws its minorities into concentration camps and uses them for slave labor, the brutal authoritarian regime driven by Han Chinese racial supremacist ideology, the government that thinks nothing of wiping out entire villages if it needs to build a few dams quickly to put on a good show for the Olympics � boasted of its superior compassion and tolerance in the pages of the CCP�s Global Times on Monday",Biased,0.9932336211204529,"brutal, boasted","China � the country that throws its minorities into concentration camps and uses them for slave labor, the new authoritarian regime driven by Han Chinese racial supremacist ideology, the government that thinks nothing of wiping out entire villages if it needs to build a few dams quickly to put on a good show for the Olympics � because of its superior compassion and tolerance in the pages of the CCP�s Global Times on Monday

China � the country that throws its minorities into concentration camps and uses them for slave labor, the new authoritarian regime driven by Han Chinese racial supremacist ideology, the government that thinks nothing of wiping out entire villages if it needs to build a few dams quickly to put on a good show for the Olympics � or of its superior compassion and tolerance in the pages of the CCP�s Global Times on Monday

China � the country that throws its minorities into concentration camps and uses them for slave labor, the current authoritarian regime driven by Han Chinese racial supremacist ideology, the government that thinks nothing of wiping out entire villages if it needs to build a few dams quickly to put on a good show for the Olympics � , of its superior compassion and tolerance in the pages of the CCP�s Global Times on Monday"
91,"On Tuesday, Governor Roy Cooper rejected Republican demands to guarantee that attendance at the convention in Charlotte would not be restricted by social-distancing measures aimed at preventing the spread of the coronavirus.",Non-biased,0.5919814109802246,,
92,"Even after climton's loss in 2016, the network tried desperately to drag her back into the spotlight, to juice up its long-running narrative that she�s a an all-powerful force of marauding feminist evil, which viewers embrace with lust.",Biased,0.9841603636741638,,
93,"Last year, some states tried to ban abortion after just six weeks into a pregnancy ? when many women don�t even know they�re pregnant yet. Considering that 1 in 4 women has an abortion during her lifetime, the effects of these restrictions could prove devastating.",Biased,0.9686216711997986,devastating,"Last year, some states tried to ban abortion after just six weeks into a pregnancy ? when many women don�t even know they�re pregnant yet. Considering that 1 in 4 women has an abortion during her lifetime, the effects of these restrictions could prove detrimental.

Last year, some states tried to ban abortion after just six weeks into a pregnancy ? when many women don�t even know they�re pregnant yet. Considering that 1 in 4 women has an abortion during her lifetime, the effects of these restrictions could prove devastating.

Last year, some states tried to ban abortion after just six weeks into a pregnancy ? when many women don�t even know they�re pregnant yet. Considering that 1 in 4 women has an abortion during her lifetime, the effects of these restrictions could prove significant."
94,"Lisa Nandy, the Member of Parliament for Wigan and one of the three remaining candidates in the Labour leadership race, said that men who identify as women, like convicted child rapist Christopher Worton, who now identifies as Zoe Lynes, should be able to be transferred into female prisons.",Non-biased,0.8623831868171692,,
95,"Though conservatives try to demonize Ocasio-Cortez an Omar, their actual policy views are perfectly mainstream.  The New York lawmaker proposed a 70 percent tax on top incomes � a view backed by public opinion and many well-respected economists.",Biased,0.6988268494606018,demonize,"Though conservatives try to keep Ocasio-Cortez an Omar, their actual policy views are perfectly mainstream.  The New York lawmaker proposed a 70 percent tax on top incomes � a view backed by public opinion and many well-respected economists.

Though conservatives try to make Ocasio-Cortez an Omar, their actual policy views are perfectly mainstream.  The New York lawmaker proposed a 70 percent tax on top incomes � a view backed by public opinion and many well-respected economists.

Though conservatives try to call Ocasio-Cortez an Omar, their actual policy views are perfectly mainstream.  The New York lawmaker proposed a 70 percent tax on top incomes � a view backed by public opinion and many well-respected economists."
96,President Donald Trump on Friday announced that he has waived interest payments on all federal student loans to help alleviate financial strain as the United States combats the spread of the coronavirus.,Non-biased,0.9813682436943054,alleviate,
97,The white nationalist who said �Hail Trump� and �hail our people� during a conference in Washington D.C. on Saturday � and who received straight-armed Nazi-like salutes in response ...,Biased,0.9694332480430603,straight-armed Nazi-like,"The white nationalist who said �Hail Trump� and �hail our people� during a conference in Washington D.C. on Saturday � and who received the salutes in response ...

The white nationalist who said �Hail Trump� and �hail our people� during a conference in Washington D.C. on Saturday � and who received no salutes in response ...

The white nationalist who said �Hail Trump� and �hail our people� during a conference in Washington D.C. on Saturday � and who received american salutes in response ..."
98,Federal prosecutors charged a 26-year-old U.S. Army veteran who they say expressed support for the Islamic State with plotting to bomb a local white nationalists rally.,Non-biased,0.8240801095962524,,
99,Democrats also said some girls might risk being thrown out of their homes or beaten if they tell their parents they're pregnant.,Biased,0.9822062849998474,beaten,"Democrats also said some girls might risk being thrown out of their homes or schools if they tell their parents they're pregnant.

Democrats also said some girls might risk being thrown out of their homes or jobs if they tell their parents they're pregnant.

Democrats also said some girls might risk being thrown out of their homes or families if they tell their parents they're pregnant."
100,"But make no mistake about it: Despite receiving widespread positive attention from many in the press, Ocasio-Cortez�s radical left-wing policy proposals and her socialist ideology present a significant threat to America�s economy and its longstanding commitment to individual liberty.�",Non-biased,0.8074513077735901,radical,
101,Anti-vaccine groups take dangerous online harassment into the real world,Biased,0.6155538558959961,dangerous,"Anti-vaccine groups take their online harassment into the real world

Anti-vaccine groups take the online harassment into the real world

Anti-vaccine groups take such online harassment into the real world"
102,"The anti-vaccine crowd frequently falls back on the claim that vaccines cause autism, despite more than two dozen studies clearly showing that vaccination does not increase the incidence of autism. Nor did it make a whit of biological sense that vaccines would.",Non-biased,0.8030716776847839,whit,
103,"Everywhere he went on Monday, Trump was greeted by thousands of cheering Indian citizens, troops of traditional dancers and roadways lined with posters and billboards celebrating his visit.",Non-biased,0.5558144450187683,cheering,
104,"A bold statement Wednesday from former Secretary of Defense Gen. James Mattis eviscerating Donald Trump has landed like a bomb in the Senate Republican caucus, sending members fleeing in all different directions.",Biased,0.5066674947738647,eviscerating,"A bold statement Wednesday from former Secretary of Defense Gen. James Mattis , Donald Trump has landed like a bomb in the Senate Republican caucus, sending members fleeing in all different directions.

A bold statement Wednesday from former Secretary of Defense Gen. James Mattis . Donald Trump has landed like a bomb in the Senate Republican caucus, sending members fleeing in all different directions.

A bold statement Wednesday from former Secretary of Defense Gen. James Mattis - Donald Trump has landed like a bomb in the Senate Republican caucus, sending members fleeing in all different directions."
105,"The man-made Amazon fires are for clearing the land of its forests and indigenous people. The benefits are for Jair Bolsonaro�s cronies, while producing a climate disaster for the world.",Biased,0.561159074306488,cronies,"The man-made Amazon fires are for clearing the land of its forests and indigenous people. The benefits are for Jair Bolsonaro�s brazil, while producing a climate disaster for the world."
106,"Rep. David Cicilline (D-RI), during a hearing Wednesday suggested President Trump was partly to blame for the rise of white nationalism.",Non-biased,0.7296217679977417,,
107,"For a fleeting moment on Tuesday, the political universe was kumbayaing in mutual disgust at Donald Trump�s meeting with Robert Kennedy Jr.",Biased,0.9932125806808472,kumbayaing,"For a fleeting moment on Tuesday, the political universe was divided in mutual disgust at Donald Trump�s meeting with Robert Kennedy Jr.

For a fleeting moment on Tuesday, the political universe was reeling in mutual disgust at Donald Trump�s meeting with Robert Kennedy Jr.

For a fleeting moment on Tuesday, the political universe was split in mutual disgust at Donald Trump�s meeting with Robert Kennedy Jr."
108,"Populist Interior Minister Matteo Salvini has slammed Saudi Arabia, the host of the Italian football Super Cup, for not allowing single women to attend the match without a man accompanying them.",Non-biased,0.5369932651519775,slammed,
109,"Borrowing for everyday consumption or for assets such as cars that lose value makes it harder to save and invest in stocks and real estate that tend to create wealth, so the rise in consumer borrowing exacerbates the wealth gap.",Non-biased,0.8589654564857483,exacerbates,
110,"Trump's latest thinking on the task force, created in January to coordinate the response to the virus, came a day after Vice President Mike Pence and other officials said the group's work would be transferred to federal agencies as soon as this month. The idea drew fire from critics who said it was too soon to disband the group.",Non-biased,0.9397683143615723,,
111,"As the Republican Party is struggling to defend him in a moment of nationwide strife, President Donald Trump decided Thursday night to fuel divisions within GOP rather than make nice.",Biased,0.9702920317649841,"struggling, fuel divisions","As the Republican Party is prepared to defend him in a moment of nationwide strife, President Donald Trump decided Thursday night to work within GOP rather than make nice.

As the Republican Party is unable to defend him in a moment of nationwide strife, President Donald Trump decided Thursday night to work within GOP rather than make nice.

As the Republican Party is ready to defend him in a moment of nationwide strife, President Donald Trump decided Thursday night to run within GOP rather than make nice."
112,"Sallie Mae sales employees were rewarded this week with a five-day, all-expenses-paid trip to Hawaii for achieving a record year of $5 billion in student loans, adding to the reported $1.6 trillion in student loan debt for Americans.",Non-biased,0.7674799561500549,rewarded,
113,"But then, science has never been a strong point of the Christian Right or white nationalists. They are bitterly anti-science, which is why they so deeply resent anyone who offers accurate information on the pandemic � be it Dr. Fauci or reporters at CNN and MSNBC.",Biased,0.9951937794685364,bitterly,"But then, science has never been a strong point of the Christian Right or white nationalists. They are all anti-science, which is why they so deeply resent anyone who offers accurate information on the pandemic � be it Dr. Fauci or reporters at CNN and MSNBC.

But then, science has never been a strong point of the Christian Right or white nationalists. They are completely anti-science, which is why they so deeply resent anyone who offers accurate information on the pandemic � be it Dr. Fauci or reporters at CNN and MSNBC.

But then, science has never been a strong point of the Christian Right or white nationalists. They are strongly anti-science, which is why they so deeply resent anyone who offers accurate information on the pandemic � be it Dr. Fauci or reporters at CNN and MSNBC."
114,"Religion will also prove more attractive in a practical way. One of the underreported stories of the 2007-2008 financial crisis was the critical role various churches played in helping people cope with the abrupt collapse of home values, the big drop in retirement savings due to falling stock prices, and the subsequent tsunami of pink slips and salary cuts.",Biased,0.9545172452926636,,
115,The House Democrats� coronavirus recovery bill allows several hundred thousand foreign workers to get college jobs or blue-collar jobs while millions of Americans lose their careers.,Biased,0.7200000882148743,,
116,It is therefore no surprise that Ocasio-Cortez has embraced the term �Democratic socialism.�,Biased,0.9595842361450195,,
117,"There are no more major cases against the NCAA proceeding currently, but Wilken has slowly eroded some of the NCAA�s favorite arguments and restrictions.",Biased,0.5368898510932922,eroded,"There are no more major cases against the NCAA proceeding currently, but Wilken has slowly overturned some of the NCAA�s favorite arguments and restrictions.

There are no more major cases against the NCAA proceeding currently, but Wilken has slowly removed some of the NCAA�s favorite arguments and restrictions.

There are no more major cases against the NCAA proceeding currently, but Wilken has slowly overcome some of the NCAA�s favorite arguments and restrictions."
118,"But Bannon � the former Harvard Business School grad, Goldman Sachs managing director, and Hollywood mogul � cast California as a linchpin in the fight to halt the spread of what he called the globalist and elitist agenda. He urged Republicans to organize, rise up � and put up a fight to hold on to California House seats that are considered vulnerable in 2018.",Non-biased,0.8875365257263184,,
119,"It�s no surprise that her focus on policy has catapulted Warren back into serious contention. Digging into policy solutions for overlooked problems and explaining it in digestible soundbites is what she has done since the publication of her first book, �As We Forgive Our Debtors,� an empirical study of bankruptcy that completely changed how academics viewed the issue.",Biased,0.9910810589790344,,
120,"They are, she believes, the Founding Fathers' insurance policy against tyranny � the safeguard for every other right spelled out in the U.S. Constitution",Biased,0.9921512007713318,"tyranny, safeguard","They are, she believes, the Founding Fathers' insurance policy against violating � the substitute for every other right spelled out in the U.S. Constitution

They are, she believes, the Founding Fathers' insurance policy against and � the same for every other right spelled out in the U.S. Constitution

They are, she believes, the Founding Fathers' insurance policy against violating � the defense for every other right spelled out in the U.S. Constitution"
121,James Steckelberg of the Mayo Clinic said people 65 and over should be administered high-dose flu vaccines to stimulate their immune system. ,Non-biased,0.9544168710708618,stimulate,
122,While Democrats were busy diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump�s acquittal...,Biased,0.9886649250984192,pointless,"While Democrats were busy diverting the attention and energy of the entire country into a fair trial that could not possibly have ended in anything other than President Donald Trump�s acquittal...

While Democrats were busy diverting the attention and energy of the entire country into a new trial that could not possibly have ended in anything other than President Donald Trump�s acquittal...

While Democrats were busy diverting the attention and energy of the entire country into a mass trial that could not possibly have ended in anything other than President Donald Trump�s acquittal..."
123,"Biden�s five picks are typical of centrists who want to trim the edges of our bloated, draconian justice system without changing anything systemically.",Non-biased,0.5558264255523682,"bloated, draconian",
124,We finally know what it takes to get the House to examine gun violence: it�s not a mass shooting; it�s an election.,Biased,0.993364155292511,,
125,Democrats also said some girls might risk being thrown out of their homes or beaten if they tell their parents they're pregnant.,Biased,0.9822062849998474,beaten,"Democrats also said some girls might risk being thrown out of their homes or schools if they tell their parents they're pregnant.

Democrats also said some girls might risk being thrown out of their homes or jobs if they tell their parents they're pregnant.

Democrats also said some girls might risk being thrown out of their homes or families if they tell their parents they're pregnant."
126,"Yes, there may still be time for the union's membership to change its thinking if the players reject the proposal, but at least one marketing expert said a ""no"" vote now could mean short- and long-term disaster.",Non-biased,0.8554168939590454,,
127,"The coronavirus has presented the president with an adversary unlike any other he has confronted. It cannot be intimidated by angry tweets. It cannot be dismissed with a nickname. It cannot be diminished by calling it a �hoax,� as he did in February. And as the death toll rises, while Trump�s poll numbers fall, a new, old strategy is taking shape.",Biased,0.5302820205688477,,
128,"While Pace receives her spiritual grace from a Christian God, science has shown that faith in a supernatural wonder, whatever it may be, that bears powerful benefits on an individual�s mental and even physical well-being.",Biased,0.9674794673919678,supernatural wonder,"While Pace receives her spiritual grace from a Christian God, science has shown that faith in a god, whatever it may be, that bears powerful benefits on an individual�s mental and even physical well-being.

While Pace receives her spiritual grace from a Christian God, science has shown that faith in a substance, whatever it may be, that bears powerful benefits on an individual�s mental and even physical well-being.

While Pace receives her spiritual grace from a Christian God, science has shown that faith in a faith, whatever it may be, that bears powerful benefits on an individual�s mental and even physical well-being."
129,"The coronavirus has presented the president with an adversary unlike any other he has confronted. It cannot be intimidated by angry tweets. It cannot be dismissed with a nickname. It cannot be diminished by calling it a �hoax,� as he did in February. And as the death toll rises, while Trump�s poll numbers fall, a new, old strategy is taking shape.",Biased,0.5302820205688477,,
130,The Times� about-face was just one example of a little Orwellian campaign that�s sprung up in the liberal media since the Disneyland measles outbreak to try to rewrite history by shoehorning vaccine opposition into the shopworn trope that it is conservatives who are �anti-science.�,Biased,0.5953896641731262,"Orwellian campaign, rewrite history, shoehorning","The Times� about-face was just one example of a little group that�s sprung up in the liberal media since the Disneyland measles outbreak to try to demonstrate by demonstrate vaccine opposition into the shopworn trope that it is conservatives who are �anti-science.�

The Times� about-face was just one example of a little joke that�s sprung up in the liberal media since the Disneyland measles outbreak to try to communicate by communicate vaccine opposition into the shopworn trope that it is conservatives who are �anti-science.�

The Times� about-face was just one example of a little conspiracy that�s sprung up in the liberal media since the Disneyland measles outbreak to try to justify by justify vaccine opposition into the shopworn trope that it is conservatives who are �anti-science.�"
131,"Mexico said on Monday it would reject a U.S. idea to take in all Central American asylum seekers if it is raised at talks this week with the Trump administration, which has threatened to impose tariffs if Mexico does not crack down on illegal immigration.",Non-biased,0.8897919654846191,threatened,
132,"She credited women for mobilizing against gun violence, creating the #MeToo movement against sexual harassment and discrimination, and taking back the Democratic majority in the House of Representatives.",Biased,0.5578028559684753,,
133,"In a three-part breakdown of how Trump has failed this moment and the nation, (Ret.) Gen. Allen specifically called out this administration singling out antifa�a leaderless movement that is, by definition, anti-fascist�as a terrorist group while ignoring the white supremacists who have been proven to be inciting violence at some of these protests.",Biased,0.9914674758911133,failed,"In a three-part breakdown of how Trump has viewed this moment and the nation, (Ret.) Gen. Allen specifically called out this administration singling out antifa�a leaderless movement that is, by definition, anti-fascist�as a terrorist group while ignoring the white supremacists who have been proven to be inciting violence at some of these protests.

In a three-part breakdown of how Trump has handled this moment and the nation, (Ret.) Gen. Allen specifically called out this administration singling out antifa�a leaderless movement that is, by definition, anti-fascist�as a terrorist group while ignoring the white supremacists who have been proven to be inciting violence at some of these protests.

In a three-part breakdown of how Trump has won this moment and the nation, (Ret.) Gen. Allen specifically called out this administration singling out antifa�a leaderless movement that is, by definition, anti-fascist�as a terrorist group while ignoring the white supremacists who have been proven to be inciting violence at some of these protests."
134,�A new low�: Washington Post media critic blows up Tucker Carlson�s absurd lies about white nationalism,Biased,0.9953834414482117,"blows up, absurd","�A new low�: Washington Post media critic of Tucker Carlson�s ' lies about white nationalism

�A new low�: Washington Post media critic exposed Tucker Carlson�s big lies about white nationalism

�A new low�: Washington Post media critic ##izes Tucker Carlson�s personal lies about white nationalism"
135,"The new �wealth tax� is not out of character for Warren, who has long railed against income inequality and the uber-rich, but would mark a move to the left by the party as a whole if it were adopted.",Non-biased,0.893778383731842,railed,
136,"Trump wants the country to reopen and restrictions imposed by states and local governments to control the spread of COVID-19, the respiratory illness caused by the virus, eased.",Biased,0.5084483027458191,,
137,"But the top risk by likelihood highlighted in the annual Global Risks Report was extreme weather, in a survey of 1,000 experts from government, business, academia and non-governmental organizations.",Non-biased,0.9215728044509888,,
138,"They are, she believes, the Founding Fathers' insurance policy against tyranny � the safeguard for every other right spelled out in the U.S. Constitution",Biased,0.9921512007713318,"tyranny, safeguard","They are, she believes, the Founding Fathers' insurance policy against violating � the substitute for every other right spelled out in the U.S. Constitution

They are, she believes, the Founding Fathers' insurance policy against and � the same for every other right spelled out in the U.S. Constitution

They are, she believes, the Founding Fathers' insurance policy against violating � the defense for every other right spelled out in the U.S. Constitution"
139,Athletes awoke to news that several water polo players had been injured in a terrifying accident in the early hours of Saturday morning when the second floor of a nightclub came down on the heads of revelers below.,Non-biased,0.9027008414268494,terrifying,
140,"Ironically, bans on �high-capacity� magazines are part of the Bloomberg campaign�s gun control push, yet a Virginia Tech review board found that such a ban would have had a negligible impact on the results of the 2007 attack.",Non-biased,0.5224516987800598,negligible,
141,"Merril Hoge, one of the most outspoken critics against the alarm surrounding CTE studies, also underscored that, from his lens, demonizing sports like football does more harm to American children than good.",Biased,0.7788212895393372,demonizing,"Merril Hoge, one of the most outspoken critics against the alarm surrounding CTE studies, also underscored that, from his lens, watching sports like football does more harm to American children than good.

Merril Hoge, one of the most outspoken critics against the alarm surrounding CTE studies, also underscored that, from his lens, some sports like football does more harm to American children than good.

Merril Hoge, one of the most outspoken critics against the alarm surrounding CTE studies, also underscored that, from his lens, even sports like football does more harm to American children than good."
142,"U.S. intelligence assessments and experts have said that Saudi Crown Prince Mohammed bin Salman, who controls all levers of power in Saudi Arabia, likely ordered or at least knew about the killing of Washington Post columnist Jamal Khashoggi.",Biased,0.9872657656669617,,
143,"Background checks required to buy firearms have spiked to record numbers in the past month, fueled by a run on guns from Americans worried about their safety during the coronavirus crisis.",Biased,0.6881049871444702,fueled,"Background checks required to buy firearms have spiked to record numbers in the past month, highlighted by a run on guns from Americans worried about their safety during the coronavirus crisis.

Background checks required to buy firearms have spiked to record numbers in the past month, fueled by a run on guns from Americans worried about their safety during the coronavirus crisis.

Background checks required to buy firearms have spiked to record numbers in the past month, prompted by a run on guns from Americans worried about their safety during the coronavirus crisis."
144,"So if you decided a career in art history was worth the price, it shouldn�t be the government�s job to pay the bill for your student loans��even if it�s not your fault that the cost of college has exploded in recent years.",Biased,0.5121044516563416,,
145,"The president has called for a tough response to the protests in order to ""dominate the streets"" and has threatened to call in active-duty troops to quell unrest in cities where local authorities were unable to do so. ",Non-biased,0.6079209446907043,threatened,
146,"Throughout his presidency, Trump has shown a penchant for quick fixes and slapdash policies aimed at satisfying the short-term appetites of his base, no matter how much it hurts the country�s long-term welfare.",Biased,0.9948039054870605,"penchant, slapdash","Throughout his presidency, Trump has shown a preference for quick fixes and implementing policies aimed at satisfying the short-term appetites of his base, no matter how much it hurts the country�s long-term welfare.

Throughout his presidency, Trump has shown a preference for quick fixes and progressive policies aimed at satisfying the short-term appetites of his base, no matter how much it hurts the country�s long-term welfare.

Throughout his presidency, Trump has shown a passion for quick fixes and other policies aimed at satisfying the short-term appetites of his base, no matter how much it hurts the country�s long-term welfare."
147,"With this in mind, the Trump administration reportedly hopes to reduce poverty in the United States, not by making a material difference in struggling families� finances, but by tinkering with the threshold for what counts as poverty.",Biased,0.9482863545417786,tinkering,"With this in mind, the Trump administration reportedly hopes to reduce poverty in the United States, not by making a material difference in struggling families� finances, but by competing with the threshold for what counts as poverty.

With this in mind, the Trump administration reportedly hopes to reduce poverty in the United States, not by making a material difference in struggling families� finances, but by increasing with the threshold for what counts as poverty.

With this in mind, the Trump administration reportedly hopes to reduce poverty in the United States, not by making a material difference in struggling families� finances, but by dealing with the threshold for what counts as poverty."
148,"Some movement leaders regrouped. Instead of stoking outrage, they set out to build support with another tack: Looking normal.",Biased,0.9932292103767395,stoking,"Some movement leaders regrouped. Instead of creating outrage, they set out to build support with another tack: Looking normal.

Some movement leaders regrouped. Instead of causing outrage, they set out to build support with another tack: Looking normal.

Some movement leaders regrouped. Instead of showing outrage, they set out to build support with another tack: Looking normal."
149,"The Turkmen government also published photos of contact sporting events such as wrestling and martial arts, which most of the world has canceled to prevent the spread of the deadly pathogen originating in central Wuhan, China.",Non-biased,0.8320238590240479,,
150,"Since then, drip by drip, other parts of the federal government have had their online content trimmed to omit mention of lesbian, gay, bisexual, transgender and queer people.",Non-biased,0.6532058715820312,drip by drip,
151,"According to the Guardian, a survey of 15 British female Olympians found that most feel that allowing transgenders to compete alongside natural-born female athletes is likely unfair to the women and they want more research before new rules are made.",Non-biased,0.9457093477249146,unfair,
152,Trump has also threatened to impose an additional 25 percent tariffs on $325 billion worth of imports from China.,Non-biased,0.9168333411216736,threatened,
153,"The United States will expand the scope of a program that returns non-Mexican migrants crossing Mexico�s border to that country to await their U.S. court hearings, the Department of Homeland Security said on Thursday.",Non-biased,0.599926233291626,,
154,"Australian sports stars, sparked in part by a call to action from tennis player Nick Kyrgios, have rallied to raise funds in support of relief and recovery efforts for victims of the country�s bushfire catastrophe.",Non-biased,0.9258436560630798,rallied,
155,"There was a point a few years ago at which some GOP officials, fearing a backlash in response to the �war on women,� pretended to be pro-choice and used highly deceptive rhetoric about contraception as a way to improve their electoral prospects.",Biased,0.9950639009475708,,
156,"Sen. Elizabeth Warren, the Democratic presidential contender, called for eliminating the Electoral College in a Monday town hall in Mississippi.",Non-biased,0.6972962021827698,eliminating,
157,It is hard to argue that the highest income countries should not reduce their meat and dairy.,Biased,0.9685326814651489,hard to argue,"It is argued that the highest income countries should not reduce their meat and dairy.

It is important that the highest income countries should not reduce their meat and dairy.

It is said that the highest income countries should not reduce their meat and dairy."
158,"New laws in Virginia demonstrate that state lawmakers can deliver sweeping gun control measures even in a state where a vocal, well-organized opposition is fierce about protecting its guns and proud of its hunting tradition.",Non-biased,0.5748529434204102,"sweeping, fierce",
159,"Andres Iniesta, the former Barcelona captain and World Cup-winning Spanish soccer star, apologized Tuesday after being criticized for posting a picture of him posing with two people clad in blackface during a popular Christian celebration.",Non-biased,0.8328387141227722,,
160,"The biggest swimming pool in Russia�s Muslim-majority North Caucasus region has banned women, prompting anger from rights activists and others who have accused the sports complex of discrimination.",Non-biased,0.5328270792961121,,
161,"Loeffler blamed leftist media, especially the Daily Beast, for perpetuating narratives that she might have violated statutes against insider trading. She continued, noting that the media created the narrative against her because, like President Donald Trump, she is a political outsider.",Non-biased,0.7092980146408081,,
162,"Some movement leaders regrouped. Instead of stoking outrage, they set out to build support with another tack: Looking normal.",Biased,0.9932292103767395,stoking,"Some movement leaders regrouped. Instead of creating outrage, they set out to build support with another tack: Looking normal.

Some movement leaders regrouped. Instead of causing outrage, they set out to build support with another tack: Looking normal.

Some movement leaders regrouped. Instead of showing outrage, they set out to build support with another tack: Looking normal."
163,"The safe, heavily researched HPV vaccine remains tragically under-used � and anti-vaccine movies and conferences could make it more so if we�re not careful.",Biased,0.9950248003005981,tragically,"The safe, heavily researched HPV vaccine remains often under-used � and anti-vaccine movies and conferences could make it more so if we�re not careful.

The safe, heavily researched HPV vaccine remains an under-used � and anti-vaccine movies and conferences could make it more so if we�re not careful.

The safe, heavily researched HPV vaccine remains very under-used � and anti-vaccine movies and conferences could make it more so if we�re not careful."
164,"But rather than appreciate the fact that Asian-American women are considered highly attractive, Lim sees only a sneaking racial bias, a reflection of our upside-down cultural world where victimhood and oppression carry more social currency than even beauty and success.",Biased,0.9888187050819397,,
165,"Swedish climate worrier Greta Thunberg has taken a swipe at Australia�s leaders as the bushfire disaster rages on, delivering demands for action tempered by her own advice for solutions to the problem convulsing the land Down Under.",Non-biased,0.879842221736908,convulsing,
166,"The Obama-era memoranda directed the FSA to shift its focus from collecting student debt to assisting student borrowers in debt management, even to the extent of allowing them to default on their loans. ",Non-biased,0.9242219924926758,,
